,mot1,mot2,P(mot2|mot1)
13704,bid,for,0.16666666666666666
13705,bid,to,0.3333333333333333
13706,bid,back,0.16666666666666666
13707,birthday,fin,1.0
13708,brick,office,1.0
13709,britain,belgium,0.125
13710,britain,fin,0.125
13711,britain,this,0.125
13712,britain,for,0.125
13713,britain,has,0.125
13714,britain,and,0.125
13715,britain,opposed,0.125
13716,britain,each,0.125
13717,callers,or,0.4
13718,callers,a,0.2
13719,callers,the,0.2
13720,callers,should,0.2
13721,chelly,national,1.0
13722,city,tap,0.038461538461538464
13723,city,issued,0.038461538461538464
13724,city,march,0.038461538461538464
13725,city,hall,0.038461538461538464
13726,city,knew,0.038461538461538464
13727,city,appeared,0.038461538461538464
13728,city,to,0.038461538461538464
13729,city,council,0.038461538461538464
13730,city,on,0.07692307692307693
13731,city,government,0.038461538461538464
13732,city,county,0.038461538461538464
13733,city,south,0.038461538461538464
13734,city,black,0.038461538461538464
13735,city,authorities,0.038461538461538464
13736,city,officials,0.07692307692307693
13737,city,fin,0.23076923076923078
13738,city,during,0.038461538461538464
13739,city,of,0.07692307692307693
13740,cramers,put,1.0
13741,criminal,damage,0.5
13742,criminal,investigation,0.5
13743,data,to,0.125
13744,data,show,0.125
13745,data,saw,0.125
13746,data,for,0.125
13747,data,from,0.125
13748,data,protection,0.125
13749,data,showed,0.125
13750,data,fin,0.125
13751,daylight,reportedly,1.0
13752,debut,the,143.5
13753,debut,dont,1.0
13754,debut,amman,0.5
13755,debut,to,7.0
13756,debut,if,6.5
13757,debut,brent,0.5
13758,debut,that,9.0
13759,debut,gordon,1.0
13760,debut,nikam,0.5
13761,debut,it,28.5
13762,debut,what,2.0
13763,debut,louis,0.5
13764,debut,a,31.0
13765,debut,they,11.0
13766,debut,katrins,0.5
13767,debut,on,8.5
13768,debut,you,3.0
13769,debut,forecasts,0.5
13770,debut,kloppers,0.5
13771,debut,london,0.5
13772,debut,cowles,0.5
13773,debut,from,2.0
13774,debut,most,1.5
13775,debut,so,5.5
13776,debut,reclusive,0.5
13777,debut,meanwhile,1.5
13778,debut,earlier,0.5
13779,debut,coach,1.5
13780,debut,for,8.5
13781,debut,because,1.0
13782,debut,ditto,0.5
13783,debut,socgen,0.5
13784,debut,cobham,0.5
13785,debut,according,3.0
13786,debut,later,1.5
13787,debut,nowitzki,0.5
13788,debut,tanzanite,0.5
13789,debut,ray,0.5
13790,debut,selection,0.5
13791,debut,and,11.0
13792,debut,elsewhere,1.0
13793,debut,libi,0.5
13794,debut,body,0.5
13795,debut,memorable,0.5
13796,debut,while,4.5
13797,debut,eriksson,0.5
13798,debut,ryan,1.0
13799,debut,amphibians,0.5
13800,debut,hold,0.5
13801,debut,jakarta,0.5
13802,debut,endeavours,0.5
13803,debut,justice,0.5
13804,debut,within,1.0
13805,debut,extra,0.5
13806,debut,each,1.0
13807,debut,gore,0.5
13808,debut,violence,0.5
13809,debut,seoul,1.0
13810,debut,hundreds,1.0
13811,debut,ties,0.5
13812,debut,commodities,1.0
13813,debut,liverpool,1.0
13814,debut,running,0.5
13815,debut,energy,0.5
13816,debut,oslo,0.5
13817,debut,still,1.5
13818,debut,dealers,0.5
13819,debut,kooley,0.5
13820,debut,its,3.5
13821,debut,western,0.5
13822,debut,han,0.5
13823,debut,be,0.5
13824,debut,scholarship,0.5
13825,debut,pester,0.5
13826,debut,elizabeth,0.5
13827,debut,she,9.5
13828,debut,all,1.0
13829,debut,many,2.5
13830,debut,meteorologists,0.5
13831,debut,hed,0.5
13832,debut,kapalua,0.5
13833,debut,sales,1.0
13834,debut,kari,0.5
13835,debut,johnny,0.5
13836,debut,california,0.5
13837,debut,first,3.0
13838,debut,roethlisberger,0.5
13839,debut,should,0.5
13840,debut,peter,1.0
13841,debut,who,0.5
13842,debut,every,1.0
13843,debut,tensions,0.5
13844,debut,previous,0.5
13845,debut,urban,0.5
13846,debut,pasteon,0.5
13847,debut,white,1.0
13848,debut,liukin,0.5
13849,debut,sri,1.0
13850,debut,government,1.0
13851,debut,cordelle,0.5
13852,debut,one,5.5
13853,debut,day,0.5
13854,debut,five,0.5
13855,debut,chinas,0.5
13856,debut,mercado,0.5
13857,debut,fox,0.5
13858,debut,stay,0.5
13859,debut,casa,0.5
13860,debut,police,2.0
13861,debut,terra,0.5
13862,debut,could,1.0
13863,debut,moyess,0.5
13864,debut,biden,0.5
13865,debut,northern,0.5
13866,debut,peria,0.5
13867,debut,can,1.0
13868,debut,observers,0.5
13869,debut,president,1.0
13870,debut,thats,1.0
13871,debut,those,1.5
13872,debut,another,1.5
13873,debut,such,1.0
13874,debut,not,1.5
13875,debut,twitter,0.5
13876,debut,students,1.0
13877,debut,daimon,0.5
13878,debut,clin,0.5
13879,debut,civil,0.5
13880,debut,sir,0.5
13881,debut,rarely,0.5
13882,debut,whether,1.0
13883,debut,inaugural,0.5
13884,debut,lonnie,0.5
13885,debut,reports,0.5
13886,debut,libyan,0.5
13887,debut,remember,0.5
13888,debut,anxiety,0.5
13889,debut,guardian,0.5
13890,debut,south,1.0
13891,debut,about,1.5
13892,debut,russia,0.5
13893,debut,then,2.0
13894,debut,alice,0.5
13895,debut,earning,0.5
13896,debut,marine,0.5
13897,debut,shareholders,0.5
13898,debut,by,1.5
13899,debut,data,0.5
13900,debut,yusuf,0.5
13901,debut,montoya,0.5
13902,debut,easy,0.5
13903,debut,ross,0.5
13904,debut,donald,0.5
13905,debut,how,0.5
13906,debut,thirtythree,0.5
13907,debut,griner,0.5
13908,debut,ms,1.0
13909,debut,some,4.5
13910,debut,taylor,0.5
13911,debut,theo,0.5
13912,debut,barney,0.5
13913,debut,ages,0.5
13914,debut,note,0.5
13915,debut,moore,0.5
13916,debut,bt,0.5
13917,debut,madisons,0.5
13918,debut,next,2.0
13919,debut,hosted,0.5
13920,debut,early,0.5
13921,debut,correction,0.5
13922,debut,provisional,0.5
13923,debut,samoas,0.5
13924,debut,kate,0.5
13925,debut,hayden,0.5
13926,debut,currently,0.5
13927,debut,environmental,0.5
13928,debut,associated,1.5
13929,debut,cruise,0.5
13930,debut,consequently,0.5
13931,debut,automakers,1.0
13932,debut,former,1.5
13933,debut,west,0.5
13934,debut,tan,0.5
13935,debut,noone,0.5
13936,debut,along,0.5
13937,debut,abbas,0.5
13938,debut,does,0.5
13939,debut,nancy,1.0
13940,debut,siena,0.5
13941,debut,their,1.5
13942,debut,adding,0.5
13943,debut,furthermore,1.0
13944,debut,will,0.5
13945,debut,local,0.5
13946,debut,bush,1.0
13947,debut,indianapolis,0.5
13948,debut,our,0.5
13949,debut,unveiling,0.5
13950,debut,harare,0.5
13951,debut,shinichi,0.5
13952,debut,vessels,0.5
13953,debut,jacksons,0.5
13954,debut,workers,0.5
13955,debut,doing,0.5
13956,debut,republican,0.5
13957,debut,analysts,1.0
13958,debut,galliani,0.5
13959,debut,uribe,0.5
13960,debut,often,0.5
13961,debut,israel,0.5
13962,debut,with,3.5
13963,debut,tim,0.5
13964,debut,apples,0.5
13965,debut,tehran,0.5
13966,debut,id,0.5
13967,debut,nearly,1.0
13968,debut,umar,0.5
13969,debut,washington,2.0
13970,debut,golf,0.5
13971,debut,q,1.0
13972,debut,also,1.5
13973,debut,chrysler,0.5
13974,debut,investigators,1.0
13975,debut,nigeria,0.5
13976,debut,or,0.5
13977,debut,therefore,0.5
13978,debut,ravens,0.5
13979,debut,champion,0.5
13980,debut,besides,1.0
13981,debut,pakistan,0.5
13982,debut,log,0.5
13983,debut,brown,0.5
13984,debut,yesterday,0.5
13985,debut,visitors,0.5
13986,debut,mehsuds,0.5
13987,debut,martina,0.5
13988,debut,national,0.5
13989,debut,china,1.0
13990,debut,ultimate,0.5
13991,debut,longley,0.5
13992,debut,seaphonenumberue,0.5
13993,debut,hey,1.0
13994,debut,beijing,0.5
13995,debut,excluding,1.0
13996,debut,get,0.5
13997,debut,johan,0.5
13998,debut,van,0.5
13999,debut,star,0.5
14000,debut,shannon,0.5
14001,debut,analysis,0.5
14002,debut,sereno,0.5
14003,debut,dr,0.5
14004,debut,everybody,0.5
14005,debut,yinka,0.5
14006,debut,kbr,0.5
14007,debut,neil,0.5
14008,debut,obama,1.0
14009,debut,sophomore,0.5
14010,debut,my,1.5
14011,debut,asked,0.5
14012,debut,pledging,0.5
14013,debut,bearded,0.5
14014,debut,wasps,0.5
14015,debut,browsing,0.5
14016,debut,gm,1.5
14017,debut,organization,0.5
14018,debut,bond,0.5
14019,debut,rude,0.5
14020,debut,descent,0.5
14021,debut,dominic,0.5
14022,debut,much,1.0
14023,debut,oakland,0.5
14024,debut,evan,0.5
14025,debut,chicago,0.5
14026,debut,tony,1.0
14027,debut,osher,0.5
14028,debut,sharif,0.5
14029,debut,among,1.0
14030,debut,industrial,1.0
14031,debut,today,0.5
14032,debut,severe,0.5
14033,debut,san,0.5
14034,debut,brook,0.5
14035,debut,jason,0.5
14036,debut,spokeswoman,0.5
14037,debut,everyone,0.5
14038,debut,spain,0.5
14039,debut,pittsburgh,0.5
14040,debut,usually,0.5
14041,debut,copenhagen,1.0
14042,debut,snp,0.5
14043,debut,antonucci,0.5
14044,debut,property,0.5
14045,debut,hunters,0.5
14046,debut,rowling,0.5
14047,debut,svengran,0.5
14048,debut,bath,0.5
14049,debut,prior,0.5
14050,debut,staple,0.5
14051,debut,ive,1.0
14052,debut,wrap,0.5
14053,debut,garrido,0.5
14054,debut,speaking,0.5
14055,debut,finance,0.5
14056,debut,lord,0.5
14057,debut,actually,0.5
14058,debut,british,0.5
14059,debut,twentyseven,0.5
14060,debut,hopefully,0.5
14061,debut,italys,0.5
14062,debut,keith,0.5
14063,debut,saunders,0.5
14064,debut,american,0.5
14065,debut,abreu,0.5
14066,debut,inflation,0.5
14067,debut,back,0.5
14068,debut,unlike,0.5
14069,debut,ids,0.5
14070,debut,reviewers,0.5
14071,debut,privately,0.5
14072,debut,made,0.5
14073,debut,yentob,0.5
14074,debut,lets,0.5
14075,debut,activity,0.5
14076,debut,tcu,0.5
14077,debut,irene,0.5
14078,debut,douglas,0.5
14079,debut,teachers,0.5
14080,debut,lynne,0.5
14081,debut,opponents,0.5
14082,debut,powerset,0.5
14083,debut,brain,0.5
14084,debut,sunderland,0.5
14085,debut,oil,0.5
14086,debut,classes,0.5
14087,debut,hilton,0.5
14088,debut,monaco,0.5
14089,debut,sonys,0.5
14090,debut,producer,0.5
14091,debut,arsenal,0.5
14092,debut,net,0.5
14093,debut,hotel,0.5
14094,debut,coffee,0.5
14095,debut,yeah,0.5
14096,debut,scholz,0.5
14097,debut,lehtonen,0.5
14098,debut,little,0.5
14099,debut,announcing,0.5
14100,debut,patersons,0.5
14101,debut,techcrunch,0.5
14102,debut,see,0.5
14103,debut,hatoyama,0.5
14104,debut,arent,0.5
14105,debut,micta,0.5
14106,debut,ducks,0.5
14107,debut,goalies,0.5
14108,debut,bad,0.5
14109,debut,nicholas,0.5
14110,debut,had,0.5
14111,debut,initially,0.5
14112,debut,zac,0.5
14113,debut,small,0.5
14114,debut,muller,0.5
14115,debut,coca,0.5
14116,debut,dow,0.5
14117,debut,illinois,0.5
14118,debut,assuming,0.5
14119,debut,joe,0.5
14120,debut,lvg,0.5
14121,debut,dallas,0.5
14122,debut,thornton,0.5
14123,debut,dolsi,0.5
14124,debut,lombardi,0.5
14125,debut,roach,0.5
14126,debut,states,0.5
14127,debut,darcy,0.5
14128,debut,shaken,0.5
14129,debut,judging,0.5
14130,debut,construction,0.5
14131,debut,onstor,0.5
14132,debut,wickmayer,0.5
14133,debut,thc,0.5
14134,debut,when,5.5
14135,debut,elk,0.5
14136,debut,fish,0.5
14137,debut,why,1.5
14138,debut,authorities,0.5
14139,debut,last,2.5
14140,debut,,77.0
14141,debut,but,33.5
14142,debut,james,0.5
14143,debut,even,1.5
14144,debut,an,2.0
14145,debut,at,8.5
14146,debut,there,9.5
14147,debut,skea,0.5
14148,debut,his,6.5
14149,debut,grand,0.5
14150,debut,hbos,0.5
14151,debut,more,3.0
14152,debut,in,25.0
14153,debut,sailing,0.5
14154,debut,i,13.0
14155,debut,android,0.5
14156,debut,new,5.5
14157,debut,stupak,0.5
14158,debut,sheik,0.5
14159,debut,results,0.5
14160,debut,he,26.5
14161,debut,prosecutors,0.5
14162,debut,good,0.5
14163,debut,littlenumber,9.5
14164,debut,items,0.5
14165,debut,santiago,0.5
14166,debut,knecht,0.5
14167,debut,john,1.0
14168,debut,lance,0.5
14169,debut,we,3.5
14170,debut,translated,0.5
14171,debut,though,0.5
14172,debut,rose,0.5
14173,debut,during,2.5
14174,debut,two,0.5
14175,debut,saint,0.5
14176,debut,pinzolo,0.5
14177,debut,housing,0.5
14178,debut,juergen,0.5
14179,debut,thirty,1.0
14180,debut,this,8.0
14181,debut,pinch,0.5
14182,debut,france,1.0
14183,debut,mr,7.0
14184,debut,regulators,1.0
14185,debut,us,1.5
14186,debut,just,0.5
14187,debut,both,1.5
14188,debut,overall,2.0
14189,debut,originally,0.5
14190,debut,neither,0.5
14191,debut,although,2.5
14192,debut,buddy,0.5
14193,debut,phelps,0.5
14194,debut,janet,0.5
14195,debut,megan,0.5
14196,debut,charlie,0.5
14197,debut,tomorrow,0.5
14198,debut,barboursville,0.5
14199,debut,presented,1.0
14200,debut,colin,1.0
14201,debut,australia,0.5
14202,debut,robinson,0.5
14203,debut,give,0.5
14204,debut,paris,0.5
14205,debut,mclean,0.5
14206,debut,developed,0.5
14207,debut,as,3.5
14208,debut,millions,1.0
14209,debut,despite,1.0
14210,debut,adada,0.5
14211,debut,im,0.5
14212,debut,antinato,0.5
14213,debut,p,0.5
14214,debut,gerber,0.5
14215,debut,glendale,0.5
14216,debut,these,1.0
14217,debut,acute,0.5
14218,debut,again,0.5
14219,debut,selected,0.5
14220,debut,partly,0.5
14221,debut,higher,0.5
14222,debut,ottawa,0.5
14223,debut,robert,0.5
14224,debut,four,0.5
14225,debut,gotham,0.5
14226,debut,human,0.5
14227,debut,now,3.5
14228,debut,stir,1.0
14229,debut,notes,0.5
14230,debut,read,0.5
14231,debut,beth,0.5
14232,debut,armstrong,0.5
14233,debut,thirteen,0.5
14234,debut,instead,2.0
14235,debut,iraq,0.5
14236,debut,do,3.0
14237,debut,schools,1.0
14238,debut,foxx,0.5
14239,debut,social,0.5
14240,debut,her,0.5
14241,debut,canyon,0.5
14242,debut,mandating,0.5
14243,debut,toyotas,0.5
14244,debut,caution,0.5
14245,debut,polling,0.5
14246,debut,jeansebastien,0.5
14247,debut,numberfour,2.5
14248,debut,bny,0.5
14249,debut,cable,0.5
14250,debut,others,1.5
14251,debut,madoff,0.5
14252,debut,several,1.0
14253,debut,charlottes,0.5
14254,debut,is,0.5
14255,debut,castillo,0.5
14256,debut,erdogan,0.5
14257,debut,watch,0.5
14258,debut,wilson,0.5
14259,debut,hospital,0.5
14260,debut,three,2.0
14261,debut,ahmadinejad,1.0
14262,debut,days,0.5
14263,debut,wilkinsons,0.5
14264,debut,theres,0.5
14265,debut,detective,0.5
14266,debut,broader,0.5
14267,debut,yettaw,0.5
14268,debut,forterras,0.5
14269,debut,spector,0.5
14270,debut,head,0.5
14271,debut,martin,0.5
14272,debut,out,0.5
14273,debut,like,2.0
14274,debut,rouen,0.5
14275,debut,long,0.5
14276,debut,theyre,0.5
14277,debut,michael,1.5
14278,debut,isners,0.5
14279,debut,prowse,0.5
14280,debut,headley,0.5
14281,debut,levistrauss,0.5
14282,debut,jenkins,0.5
14283,debut,hillary,0.5
14284,debut,nobody,0.5
14285,debut,pope,0.5
14286,debut,scientists,0.5
14287,debut,tracking,0.5
14288,debut,hernandez,0.5
14289,debut,versus,0.5
14290,debut,wisely,0.5
14291,debut,microsoft,0.5
14292,debut,yet,1.5
14293,debut,open,0.5
14294,debut,no,1.5
14295,debut,meetings,0.5
14296,debut,mike,0.5
14297,debut,sweet,0.5
14298,debut,turnout,0.5
14299,debut,clinton,0.5
14300,debut,poor,0.5
14301,debut,sheikh,0.5
14302,debut,videojug,0.5
14303,debut,of,1.5
14304,debut,football,1.0
14305,debut,bits,0.5
14306,debut,andrew,0.5
14307,debut,however,3.5
14308,debut,abhisit,0.5
14309,debut,daewoo,0.5
14310,debut,look,0.5
14311,debut,candidates,0.5
14312,debut,other,2.0
14313,debut,iran,1.0
14314,debut,aol,0.5
14315,debut,massive,0.5
14316,debut,britain,0.5
14317,debut,roosevelt,0.5
14318,debut,after,4.0
14319,debut,jayz,0.5
14320,debut,insurers,0.5
14321,debut,trickles,0.5
14322,debut,edt,0.5
14323,debut,ten,0.5
14324,debut,elana,0.5
14325,debut,electricity,0.5
14326,debut,horncastle,0.5
14327,debut,already,0.5
14328,debut,johnson,0.5
14329,debut,thomasville,0.5
14330,debut,detectives,1.5
14331,debut,say,0.5
14332,debut,cramers,0.5
14333,debut,japan,0.5
14334,debut,abbott,0.5
14335,debut,chances,0.5
14336,debut,spitzer,0.5
14337,debut,apparently,0.5
14338,debut,burbank,0.5
14339,debut,streleski,0.5
14340,debut,alternatively,0.5
14341,debut,penalties,0.5
14342,debut,compared,0.5
14343,debut,poland,0.5
14344,debut,guillermo,0.5
14345,debut,produced,0.5
14346,debut,nicola,0.5
14347,debut,unfortunately,0.5
14348,debut,diplomats,0.5
14349,debut,harbhajan,0.5
14350,debut,details,0.5
14351,debut,family,0.5
14352,debut,dennis,0.5
14353,debut,right,0.5
14354,debut,click,0.5
14355,debut,america,1.5
14356,debut,matt,0.5
14357,debut,los,1.0
14358,debut,make,1.0
14359,debut,j,0.5
14360,debut,fifteen,0.5
14361,debut,hazeltons,0.5
14362,debut,european,0.5
14363,debut,moreover,0.5
14364,debut,friday,1.0
14365,debut,messages,0.5
14366,debut,minnesota,0.5
14367,debut,nice,0.5
14368,debut,moscow,0.5
14369,debut,united,0.5
14370,debut,google,0.5
14371,debut,pembroke,0.5
14372,debut,revisions,0.5
14373,debut,following,0.5
14374,debut,department,0.5
14375,debut,profile,0.5
14376,debut,sowell,0.5
14377,debut,abortion,0.5
14378,debut,ben,0.5
14379,debut,bric,0.5
14380,debut,large,0.5
14381,debut,hes,0.5
14382,debut,leave,0.5
14383,debut,king,0.5
14384,debut,mpc,0.5
14385,debut,wexler,0.5
14386,debut,marquette,0.5
14387,debut,nuremberg,0.5
14388,debut,corruption,0.5
14389,debut,scores,0.5
14390,debut,marion,0.5
14391,debut,sykoraml,0.5
14392,debut,hasan,0.5
14393,debut,let,0.5
14394,debut,attorney,0.5
14395,debut,rooney,0.5
14396,debut,uddin,0.5
14397,debut,iranian,0.5
14398,debut,basking,0.5
14399,debut,joseph,0.5
14400,debut,mccain,0.5
14401,debut,indeed,1.0
14402,debut,sanaa,0.5
14403,debut,abbey,0.5
14404,debut,caen,0.5
14405,debut,damage,0.5
14406,debut,gates,0.5
14407,debut,afghanistan,0.5
14408,debut,heinz,0.5
14409,debut,satyendra,0.5
14410,debut,gesine,0.5
14411,debut,eight,0.5
14412,debut,est,0.5
14413,debut,continuing,0.5
14414,debut,nor,0.5
14415,debut,thus,0.5
14416,debut,true,0.5
14417,debut,nissans,0.5
14418,debut,wicks,0.5
14419,debut,belmont,0.5
14420,debut,cambridge,0.5
14421,debut,heretofore,0.5
14422,debut,theyd,0.5
14423,debut,concerns,0.5
14424,debut,officials,0.5
14425,debut,shiites,0.5
14426,debut,maybe,0.5
14427,debut,unmarried,0.5
14428,debut,tamilnetcom,0.5
14429,debut,philadelphia,0.5
14430,debut,financial,0.5
14431,debut,browns,0.5
14432,debut,marcus,0.5
14433,debut,catches,0.5
14434,debut,alhayat,0.5
14435,debut,manning,0.5
14436,debut,shelton,0.5
14437,debut,apps,0.5
14438,debut,kellogg,0.5
14439,debut,stack,0.5
14440,debut,ali,0.5
14441,debut,kartika,0.5
14442,debut,geller,0.5
14443,debut,mcclement,0.5
14444,debut,typhoon,0.5
14445,debut,rather,0.5
14446,debut,down,0.5
14447,debut,leahs,0.5
14448,debut,billy,0.5
14449,debut,before,0.5
14450,debut,political,0.5
14451,debut,members,0.5
14452,debut,law,0.5
14453,debut,lt,0.5
14454,debut,maple,0.5
14455,debut,legal,0.5
14456,debut,fininvest,0.5
14457,debut,fulhams,0.5
14458,debut,isla,0.5
14459,debut,aaron,0.5
14460,debut,wolfson,0.5
14461,debut,iteris,0.5
14462,debut,seven,0.5
14463,debut,andre,0.5
14464,debut,michigan,0.5
14465,debut,chu,0.5
14466,debut,anywhere,0.5
14467,debut,further,0.5
14468,debut,advancing,0.5
14469,debut,homeowners,0.5
14470,debut,alfred,0.5
14471,debut,parry,0.5
14472,debut,acting,0.5
14473,debut,gossage,0.5
14474,debut,capt,0.5
14475,debut,secondquarter,0.5
14476,debut,finger,0.5
14477,debut,england,0.5
14478,debut,regarding,0.5
14479,debut,senator,0.5
14480,debut,theyve,0.5
14481,deter,military,1.0
14482,email,each,0.3333333333333333
14483,email,complaints,0.3333333333333333
14484,email,addresses,0.3333333333333333
14485,excitement,wwwzulaworldcom,1.0
14486,fed,there,0.3333333333333333
14487,fed,havent,0.3333333333333333
14488,fed,the,0.3333333333333333
14489,figures,he,0.125
14490,figures,this,0.125
14491,figures,show,0.125
14492,figures,such,0.125
14493,figures,because,0.125
14494,figures,and,0.125
14495,figures,together,0.125
14496,figures,to,0.125
14497,flourishing,concern,1.0
14498,fly,supplies,0.3333333333333333
14499,fly,leaps,0.3333333333333333
14500,fly,to,0.3333333333333333
14501,focal,point,1.0
14502,france,was,0.07142857142857142
14503,france,feb,0.07142857142857142
14504,france,britain,0.07142857142857142
14505,france,flight,0.14285714285714285
14506,france,is,0.07142857142857142
14507,france,plane,0.07142857142857142
14508,france,repeatedly,0.07142857142857142
14509,france,that,0.07142857142857142
14510,france,and,0.07142857142857142
14511,france,germany,0.07142857142857142
14512,france,ugly,0.07142857142857142
14513,france,had,0.07142857142857142
14514,france,from,0.07142857142857142
14515,internal,violence,1.0
14516,it,won,0.003787878787878788
14517,it,has,0.056818181818181816
14518,it,a,0.007575757575757576
14519,it,expected,0.003787878787878788
14520,it,its,0.003787878787878788
14521,it,might,0.007575757575757576
14522,it,should,0.007575757575757576
14523,it,to,0.030303030303030304
14524,it,doesnt,0.015151515151515152
14525,it,back,0.003787878787878788
14526,it,takes,0.007575757575757576
14527,it,agreed,0.003787878787878788
14528,it,the,0.003787878787878788
14529,it,raped,0.003787878787878788
14530,it,over,0.007575757575757576
14531,it,had,0.03787878787878788
14532,it,will,0.030303030303030304
14533,it,immensely,0.003787878787878788
14534,it,levy,0.003787878787878788
14535,it,meant,0.003787878787878788
14536,it,comes,0.007575757575757576
14537,it,up,0.007575757575757576
14538,it,on,0.003787878787878788
14539,it,still,0.007575757575757576
14540,it,discovered,0.003787878787878788
14541,it,does,0.007575757575757576
14542,it,how,0.003787878787878788
14543,it,seems,0.011363636363636364
14544,it,sounded,0.003787878787878788
14545,it,hopes,0.003787878787878788
14546,it,too,0.003787878787878788
14547,it,reserves,0.003787878787878788
14548,it,met,0.003787878787878788
14549,it,been,0.007575757575757576
14550,it,costs,0.007575757575757576
14551,it,fair,0.003787878787878788
14552,it,my,0.003787878787878788
14553,it,could,0.015151515151515152
14554,it,represents,0.003787878787878788
14555,it,did,0.003787878787878788
14556,it,through,0.003787878787878788
14557,it,assembled,0.003787878787878788
14558,it,which,0.003787878787878788
14559,it,coming,0.003787878787878788
14560,it,withdrew,0.003787878787878788
14561,it,can,0.003787878787878788
14562,it,taking,0.003787878787878788
14563,it,made,0.003787878787878788
14564,it,all,0.003787878787878788
14565,it,calculates,0.003787878787878788
14566,it,because,0.003787878787878788
14567,it,helped,0.003787878787878788
14568,it,and,0.003787878787878788
14569,it,warranted,0.003787878787878788
14570,it,hardly,0.003787878787878788
14571,it,straight,0.003787878787878788
14572,it,with,0.003787878787878788
14573,it,mimicked,0.003787878787878788
14574,it,realised,0.003787878787878788
14575,it,remains,0.003787878787878788
14576,it,blowing,0.003787878787878788
14577,it,initially,0.003787878787878788
14578,it,said,0.007575757575757576
14579,it,wasnt,0.007575757575757576
14580,it,encourages,0.003787878787878788
14581,it,say,0.003787878787878788
14582,it,is,0.14015151515151514
14583,it,make,0.003787878787878788
14584,it,would,0.041666666666666664
14585,it,fin,0.03409090909090909
14586,it,turns,0.003787878787878788
14587,it,was,0.10606060606060606
14588,it,came,0.003787878787878788
14589,it,in,0.007575757575757576
14590,it,excludes,0.003787878787878788
14591,it,claimed,0.003787878787878788
14592,it,needed,0.003787878787878788
14593,it,illegal,0.003787878787878788
14594,it,as,0.011363636363636364
14595,it,holds,0.003787878787878788
14596,it,stocks,0.003787878787878788
14597,it,may,0.007575757575757576
14598,it,felt,0.003787878787878788
14599,it,feels,0.003787878787878788
14600,it,before,0.003787878787878788
14601,it,again,0.003787878787878788
14602,it,home,0.003787878787878788
14603,it,at,0.007575757575757576
14604,it,look,0.003787878787878788
14605,it,right,0.007575757575757576
14606,it,must,0.003787878787878788
14607,it,oils,0.003787878787878788
14608,it,challenges,0.003787878787878788
14609,it,derailed,0.003787878787878788
14610,it,believed,0.003787878787878788
14611,it,appears,0.003787878787878788
14612,it,crashed,0.003787878787878788
14613,it,i,0.003787878787878788
14614,it,added,0.003787878787878788
14615,it,making,0.003787878787878788
14616,it,attempted,0.003787878787878788
14617,it,when,0.003787878787878788
14618,it,scott,0.003787878787878788
14619,it,more,0.003787878787878788
14620,it,score,0.003787878787878788
14621,it,out,0.003787878787878788
14622,it,took,0.003787878787878788
14623,it,strongly,0.003787878787878788
14624,it,now,0.011363636363636364
14625,it,clear,0.003787878787878788
14626,it,interesting,0.003787878787878788
14627,it,paid,0.003787878787878788
14628,it,led,0.003787878787878788
14629,it,around,0.003787878787878788
14630,it,evans,0.003787878787878788
14631,it,occurs,0.003787878787878788
14632,it,looks,0.003787878787878788
14633,joked,fin,1.0
14634,knew,who,0.14285714285714285
14635,knew,that,0.2857142857142857
14636,knew,about,0.14285714285714285
14637,knew,something,0.14285714285714285
14638,knew,where,0.14285714285714285
14639,knew,i,0.14285714285714285
14640,lantern,columns,1.0
14641,legislators,are,1.0
14642,lucass,heels,1.0
14643,lucrative,than,0.5
14644,lucrative,new,0.5
14645,mann,littlenumber,1.0
14646,mistrust,is,1.0
14647,nearly,a,0.14285714285714285
14648,nearly,paralyzed,0.07142857142857142
14649,nearly,tripled,0.07142857142857142
14650,nearly,$,0.14285714285714285
14651,nearly,littlenumberlittlenumber,0.2857142857142857
14652,nearly,three,0.07142857142857142
14653,nearly,identical,0.07142857142857142
14654,nearly,littlenumber,0.07142857142857142
14655,nearly,soured,0.07142857142857142
14656,participate,and,0.5
14657,participate,in,0.5
14658,phil,kessel,1.0
14659,pinzolo,italy,1.0
14660,player,has,0.2
14661,player,antonio,0.2
14662,player,and,0.2
14663,player,fin,0.2
14664,player,gerrard,0.2
14665,prehistoric,and,1.0
14666,reports,so,0.08333333333333333
14667,reports,on,0.08333333333333333
14668,reports,that,0.08333333333333333
14669,reports,how,0.08333333333333333
14670,reports,of,0.3333333333333333
14671,reports,suggested,0.08333333333333333
14672,reports,suggest,0.08333333333333333
14673,reports,at,0.08333333333333333
14674,reports,said,0.08333333333333333
14675,respective,bhavans,0.5
14676,respective,nba,0.5
14677,river,and,0.2
14678,river,running,0.2
14679,river,water,0.2
14680,river,where,0.2
14681,river,after,0.2
14682,sides,fragile,0.16666666666666666
14683,sides,of,0.16666666666666666
14684,sides,needs,0.16666666666666666
14685,sides,have,0.16666666666666666
14686,sides,would,0.16666666666666666
14687,sides,are,0.16666666666666666
14688,soulful,summery,1.0
14689,sponsorship,of,1.0
14690,support,of,0.13333333333333333
14691,support,them,0.06666666666666667
14692,support,mitt,0.06666666666666667
14693,support,the,0.06666666666666667
14694,support,for,0.4
14695,support,from,0.06666666666666667
14696,support,to,0.2
14697,tampering,with,1.0
